x1,x2,x3,y
-1.79648338587716,-1.76149328655698,1.87528702274674,0.595665738958644
-1.40670406413415,-1.62913877513628,1.37031277170259,1.22384680669741
-1.48339328708063,-1.63010562290945,1.48797284452408,0.802761690123362
-1.18475752910925,-1.21698154559638,1.63784897490755,1.08586832526248
-1.18953178298613,-0.816362043741642,1.5078581608647,-0.396739467241156
-1.46083161100827,-1.28753243681565,1.78724858352647,0.355274301614383
-1.84698947076112,-1.91902831949539,1.73806686630764,0.463323077904346
-1.53001516278785,-1.54333554063945,1.29230302877588,0.192753878241462
-1.69320929666034,-1.27679710529025,1.3738708455809,-1.20082048268005
-0.968497048279266,-0.58919436275388,1.5179097005002,-0.224490272993811
-1.3369935104617,-1.29203421173679,1.41806529442972,0.444186920302487
-0.993530423943755,-1.11288299377703,0.997990745213545,0.559696448903671
-1.1601577912859,-1.04291979455241,0.867839583574828,-0.354032947939186
-1.2801484395377,-1.45203888095647,0.922492017170635,0.630112814513913
-1.56028163719927,-1.17461092641475,0.97090163643353,-1.76629963694398
-0.786627227238565,-0.948717149049991,1.12632706417842,0.92836973089999
-1.04704643006533,-1.2426903154429,1.16403164086911,1.16293276493006
-1.40610530497902,-1.69024126345578,1.512209551169,1.40126338166684
-1.16647978733967,-1.23208589792649,1.24952063109926,0.789917458174697
-0.72196819881618,-0.632320474165207,1.43582778958466,0.715185094625083
-0.978812640745429,-0.659029161387444,0.625650176238502,-1.44726529169524
-0.940622283558974,-0.639399254862222,1.08049532792288,-0.554541615578435
-0.992162447135198,-1.30520454813523,1.31775469483137,1.84816997201933
-1.1771587172421,-1.20319906266282,0.705243905559215,-0.21417899088894
-1.08742493071139,-1.02400504237592,1.24083494753458,0.0971965801264229
-1.02277904860009,-0.984034840232936,1.16743950167735,0.241209505921577
-0.781429819649526,-1.09454828423044,0.540575132330681,0.824707456475073
-0.721489612715845,-0.582897811127018,0.958685124768252,-0.256344489783571
-0.809865903725404,-0.696357599929875,0.456269722781597,-0.626033945375399
-0.359933521939702,-0.496998584458835,0.363978439155699,0.698493495724315
-0.834606072866017,-0.832234856404448,0.505249076547565,-0.24219006670976
-0.508320361409711,-0.764124461367773,0.500429322867686,0.806962345325355
-0.779992005608622,-0.888861914278185,0.508636135573277,0.366564351848839
-0.774167170793527,-0.517786149005252,0.378359842287265,-1.05413244393596
-0.652700464366606,-0.979315913309979,0.369635931607961,0.98014167175868
-0.239038209175573,-0.407222855951307,0.674661401978353,1.16709701399266
-0.431054338862968,-0.0110769590209312,0.830510450405095,-0.803761833356042
-0.353479836011956,-0.373641822274034,0.0785463005652984,-0.343337441746501
-0.623400811531384,-0.858886028196363,0.205380433577629,0.382927993362333
-0.698645185675044,-0.348319073121123,0.436871452273793,-1.11124653457161
-0.204507902339121,-0.563542658713412,0.59767218836576,1.67743685906058
0.114038878292599,-0.198782895367356,0.525023583979589,1.86446527778459
-0.596116303817471,-0.755714015226119,0.302669899952823,0.245784890926183
-0.488876179600168,-0.252500190664414,-0.167791787502466,-1.40527165408363
-0.605886285642028,-0.252058291133985,0.328922265157554,-1.57264320098246
0.130801719323335,-0.0980665855941452,0.445591585679375,1.27522101366484
-0.137457589519493,0.00752471499329774,-0.244913858935313,-1.18046432403282
-0.114075227288066,0.144603862990822,-0.0312935108578407,-0.945243519057021
0.293048821193952,0.628175536546442,-0.151236095315846,-0.855554375786559
-0.089139575059346,0.211888269597245,-0.0388169693748655,-1.02728553826481
0.0527152853039708,-0.0361551313109174,-0.178714933848612,0.209542474667717
0.218196728641144,0.548740663106062,0.340980800954135,-0.694706566671314
-0.272934122640407,-0.306323791903118,-0.394052493318237,-0.692892857637213
0.126009329562955,-0.150776999589941,-0.354580316574298,0.741044275770602
0.141166830655772,-0.0199499172255059,0.178055092354814,1.03868931187611
0.48809207057463,0.598347597566282,-0.0834981505383671,-0.0775249095359749
0.317698445704538,0.639432092376483,-0.304703615620483,-1.28433761156352
-0.0692249383741632,0.288375274019729,-0.373824759874692,-1.96191199106293
0.379794801709309,0.43216806499095,-0.164241662813601,0.0669809614875637
0.0388837076489024,0.390589389794522,-0.125595041061672,-1.29569647903616
0.272138096644173,0.177060216035247,-0.160621285997556,0.0916411595872022
0.419366754618436,0.027173463578299,-0.0046821370128425,1.63508340415137
0.744150132984226,0.530928357270377,-0.803044204786223,0.386724190876199
0.595198973644972,0.184304142313598,-0.519775886527059,1.42499305961189
0.738406981298148,0.977547639741766,-0.901722267518396,-1.03579806185842
0.211987374915887,0.143437901082378,-0.353306000735441,0.00597236131805075
0.584307651093543,0.222333684302506,-0.322563134045938,1.16179931284802
0.935913751388308,0.586570683963619,-0.537490154965744,1.44678117532493
0.300350003657939,0.0750850447910474,-1.02520145555346,-0.15426259433643
0.779901900591609,0.508254905635142,-1.07224655248182,0.274082995773509
0.34489903027995,0.612331983132415,-0.283626366100385,-1.08248674054397
0.659117106882788,0.823976788391946,-0.977314574677344,-1.26161970462902
0.948772912914094,0.762472540733363,-0.490158077282912,1.18896924481455
0.46420717252164,0.341330840139822,-0.9115306089898,-0.312428773039773
1.09971765686428,1.10166551300845,-0.861331610201058,0.168227068451658
0.988082996007889,0.950014176178918,-1.18952802055484,-0.341941785307115
1.2428738527225,1.02850073135311,-0.660865892727857,1.27666688720208
1.04301327283252,1.25444618329405,-0.96946008779636,-0.651815663208974
0.901654067248647,0.655811241317943,-1.13434537314529,0.351710188379699
1.13330250902829,1.40160262297695,-1.11683493269429,-1.10444572424092
1.03340330495205,0.877302824492344,-1.04674617189039,0.296744414767746
0.732473465869021,0.828294969448915,-1.12352574475055,-1.24771404036706
1.22734761049547,0.967621323532963,-0.933122590976483,1.13329985411219
1.52677997529694,1.05180377997542,-0.986892948866124,2.06402650281328
1.15943593919584,1.43131188255791,-1.58074563690771,-1.6351239166206
