x1,x2,x3,y
-1.46021201792917,-1.31104763468044,1.70622041917564,1.58663670985027
-1.67890711509187,-1.27304452069752,1.67175131979835,1.33720994118834
-1.32036550537667,-1.35419191081342,1.63728222042106,1.48691400502736
-1.48896284438723,-1.43334582095023,1.60281312104378,1.14003286346906
-1.55329944619587,-1.82350399793661,1.56834402166649,1.20663697355813
-1.31423548313697,-1.49152750557462,1.53387492228921,1.41337322436416
-1.2231487731944,-0.996997802634499,1.49940582291192,1.06972182898866
-1.09153566478645,-1.14934914960117,1.46493672353464,1.21406185176912
-1.92164760541718,-1.46828545664094,1.43046762415735,2.07607682287279
-1.12889561477661,-1.36347165110334,1.39599852478007,1.19095920400771
-1.31494523990311,-0.81185682287807,1.36152942540278,1.49609997376147
-0.949105539122305,-0.837557732084982,1.32706032602549,0.733490552927871
-1.31851645765905,-1.05133812115485,1.29259122664821,1.49527665773357
-1.32530513128469,-0.812491857422982,1.25812212727092,1.69637702883702
-1.00811663050113,-1.10550420079683,1.22365302789364,1.31143696709425
-1.47493108908531,-1.44632697914548,1.18918392851635,1.10686516455905
-1.20290284068372,-1.14362164618716,1.15471482913907,1.08170356972995
-0.814843760161492,-0.521159438249757,1.12024572976178,0.71782956660046
-1.06509596999672,-0.715324966403385,1.08577663038449,1.21490659671516
-0.792835137381444,-1.05667945365443,1.05130753100721,0.886058524561496
-0.85074585239054,-1.04681641892366,1.01683843162992,1.09886047896554
-0.949037908323007,-0.988728889213433,0.982369332252638,0.843172253031757
-1.21072731321566,-1.49336973911217,0.947900232875353,0.956551058810355
-0.807849019861725,-0.717457619119033,0.913431133498067,0.477791541012734
-1.28291983581685,-1.32842008861535,0.878962034120782,1.49224036441104
-0.772514728392083,-0.973950533827815,0.844492934743496,0.542780162189463
-0.706499822263276,-0.882824786061552,0.81002383536621,0.631359425531871
-0.610867912073205,-0.207415469274705,0.775554735988925,0.676220328527798
-0.434506387188196,-0.231196048195439,0.741085636611639,0.243083419390725
-0.318958651754886,-0.294062730033832,0.706616537234354,0.475282120269986
-0.470333938804436,-0.0669795761729817,0.672147437857068,0.488014279357195
-0.599212192996912,-0.868076614953081,0.637678338479783,0.33478377274978
-0.260095125000078,-0.00533904664725172,0.603209239102497,0.535406744779544
-0.529639356212292,-0.271251149579459,0.568740139725211,0.226802140781519
-0.987349374074621,-0.855834639207703,0.534271040347926,0.818521516916772
-0.861008678506237,-1.05154851365415,0.49980194097064,0.652469743536919
-0.176019744116576,-0.049214422128777,0.465332841593355,0.248642395111749
-0.472001448953657,-0.581952664735802,0.430863742216069,0.164892424854123
-0.120894339802933,-0.384760796098737,0.396394642838784,0.0928889103813935
-0.641952312380663,-0.817945439874317,0.361925543461498,0.336279095298476
-0.306320645424335,0.0756731883972413,0.327456444084212,0.0257364784120879
-0.202996291642463,-0.515940438158534,0.292987344706927,0.483592908459064
-0.691166063095448,-0.840014339541645,0.258518245329642,0.536993111178433
-0.145519673982051,-0.475739067930875,0.224049145952356,0.279899034995326
-0.331070029169598,-0.328090125902948,0.18958004657507,0.753155910161538
-0.5696651258822,-0.915863818454245,0.155110947197785,0.538778598383644
-0.148962160548372,0.228255355698501,0.120641847820499,0.358515363316449
-0.373704950692297,-0.574425979206661,0.0861727484432136,0.622912788549808
-0.399118863835661,-0.68537901594065,0.051703649065928,0.37798831498958
-0.291575251530463,-0.402935463818268,0.0172345496886424,0.460645912549358
-0.307840813296944,-0.293822892902459,-0.017234549688643,0.0250813693238363
-0.235194985856976,-0.521436694620231,-0.0517036490659286,0.637357554584786
-0.328028626780913,0.139118304023467,-0.0861727484432142,0.108332967747199
0.226219452268905,0.113669560876516,-0.1206418478205,-0.349592592741293
-0.0477979651320661,-0.177882830803041,-0.155110947197785,0.348227806672225
0.212390028521546,-0.126031396722882,-0.189580046575071,-0.153594663754849
0.384868968522483,0.237216507259735,-0.224049145952356,-0.0838735647422092
0.248578759832051,-0.104535635766968,-0.258518245329642,-0.263421514313685
0.316082522546129,0.345083549198101,-0.292987344706928,-0.428798292032204
0.272112303919939,0.517650242430024,-0.327456444084213,-0.582056906975222
0.0261861846631888,0.172822983379733,-0.361925543461499,0.17552399503824
0.382429781393462,0.0601600697978163,-0.396394642838784,-0.361991143152312
0.735359748947706,0.390574567604418,-0.43086374221607,-0.676679431067867
0.789066808021912,1.02597779967874,-0.465332841593355,-0.59671255622504
0.29587013619304,0.660913800951253,-0.499801940970641,-0.586157269323002
0.277105694230964,0.331525684916971,-0.534271040347927,-0.356598511050244
0.62467430722304,0.308300744570591,-0.568740139725212,-0.307033952948628
0.726019855939715,1.00632890014698,-0.603209239102498,-0.465692119296338
0.565880327382682,0.443984142934158,-0.637678338479783,-0.786454762609858
0.416449617926607,0.263878456192119,-0.672147437857069,-0.641476383084553
1.10153177338091,1.29927748832291,-0.706616537234354,-1.3191220335493
0.378712010697273,-0.0101137108329671,-0.74108563661164,-0.706943067048662
0.434791203305098,0.0755499518661818,-0.775554735988925,-0.416730586785784
0.501985554522914,0.659374609137723,-0.810023835366211,-0.28806259398993
0.558748724066187,0.659689263288858,-0.844492934743497,-0.28597553193999
0.992114415435039,1.00982809362141,-0.878962034120782,-0.853281374655459
0.986120669618745,1.17482930828447,-0.913431133498068,-1.19662051501634
0.564729100258179,0.752449084415368,-0.947900232875353,-0.366934779917894
1.36992182484776,1.58570712651938,-0.982369332252639,-1.54414970610512
1.22794624398466,1.03598658024085,-1.01683843162992,-1.40374004631326
1.27136493959952,1.41681944293632,-1.05130753100721,-1.47421230652675
0.716168025732873,0.771199043958144,-1.0857766303845,-0.914465859568878
1.44948013716848,1.33916321388519,-1.12024572976178,-1.58472108019591
1.54962804814043,1.15420426022297,-1.15471482913907,-1.65608381405465
1.62878521542078,1.83260217912676,-1.18918392851635,-1.63060799392397
1.55430562553413,1.39012673904777,-1.22365302789364,-1.56120037486782
1.52543007500499,1.5891275212903,-1.25812212727092,-1.61564092881231
1.3224719535225,1.50661994017125,-1.29259122664821,-1.39647704142296
1.06382769874207,0.725219292791775,-1.32706032602549,-0.622086922561607
1.29271719386846,0.963767572568482,-1.36152942540278,-0.994793551047924
1.09634694090459,1.12930160398509,-1.39599852478007,-0.931364367673384
1.04149769746888,1.02284497952465,-1.43046762415735,-1.18639557445584
1.87219720313967,2.15820337502664,-1.46493672353464,-1.94740691858977
1.34905073882859,1.58046474137243,-1.49940582291192,-1.56506861135641
1.37937640133916,1.5553178567811,-1.53387492228921,-0.902575258852956
1.44750836640617,1.04780568832944,-1.56834402166649,-1.13796278079373
1.60034236894167,1.21224271739483,-1.60281312104378,-1.40521861872584
1.79433087666445,1.41113462167518,-1.63728222042106,-1.79015681533294
1.2842014507452,1.51785025027303,-1.67175131979835,-1.43046297727118
2.03497628024633,2.35814286052751,-1.70622041917564,-1.76185662321233
